ID_NLS;TIPO;RIC;PR;COMUNE;INDIR_ORIG;ZIP;ISTAT;DENOM_IMPRES;INSEGNA;INIZIO_ATT;ANNO_RICONOSCIMENTO;CAT_MERC;MUNICIPIO;ID_NIL;NIL;geo_x;geo_y;Location
3596868;Negozio storico;Storica attività;MI;MILANO;VIA LUIGI ORNATO 13;20162;15146;TAINI LUIGI DI CERIBELLI MILENA;TAINI;1970;2022;Preziosi;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.1909851;45.5157022;(45.5157022, 9.1909851)
3197062;Negozio storico;Storica attività;MI;MILANO;GALLERIA UNIONE 4;20122;15146;BOUTIQUE DEL GIOIELLO -S.R.L.;BOUTIQUE DEL GIOIELLO;1981;2021;Preziosi;;;;;;
4583753;Negozio storico;Storica attività;MI;MILANO;VIA BRA' 2;20132;15146;ANTICA CARTOLERIA DI CRESCENZAGO DI JONA RAFFAELLA;ANTICA CARTOLERIA DI CRESCENZAGO;1960;2023;Cartoleria e libreria;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.2471797;45.5025653;(45.5025653, 9.2471797)
6412523;Negozio storico;Storica attività;MI;MILANO;VIA CABELLA 4;20152;15146;F.LLI TANTARDINI DI MASSIMO E MAURIZIO TANTARDINI S.N.C.;SALUMERIA TANTARDINI;1962;2025;Alimentari e specialità alimentari;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.09544719;45.45980833;(45.45980833, 9.09544719)
7001;Locale storico;Locale storico;MI;MILANO;VIA MANZONI, 12/A;20121;15146;DON LISANDER S.R.L.;RISTORANTE DON LISANDER;1947;2010;Ristorazione;1;1;DUOMO;9.1915608;45.4688609;(45.4688609, 9.1915608)
3577823;Negozio storico;Storica attività;MI;MILANO;VIA FIORI CHIARI 2;20121;15146;ROBERTA E BASTA DI ROBERTA TAGLIAVINI;ROBERTAEBASTA;1969;2022;Casa e arredamento;1;2;BRERA;9.1871961;45.4723115;(45.4723115, 9.1871961)
6246;Negozio storico;Storica attività;MI;MILANO;Via Vincenzo Monti, 2;20123;15146;F.lli Merlo S.n.c.;CARTOLERIA F.LLI MERLO;1930;2010;Cartoleria e libreria;1;7;MAGENTA - S. VITTORE;9.1754568;45.4663422;(45.4663422, 9.1754568)
6423;Negozio storico;Storica attività;MI;MILANO;PIAZZA MORSELLI, 3;20154;15146;ditta individuale;RIVOLA RASOI ELETTRICI;1926;2010;Casa e arredamento;1;69;SARPI;9.1746971;45.4787469;(45.4787469, 9.1746971)
7002;Locale storico;Locale storico;MI;MILANO;Via Carducci, 13;20123;15146;Il Magenta srl;BAR MAGENTA;1907;2010;Bar e tabaccheria;1;1;DUOMO;9.1755451;45.4655227;(45.4655227, 9.1755451)
7508;Negozio storico;Storica attività;MI;MILANO;VIA FONTANA, 3;20122;15146;CITTERIO LIVIO S.A.S. DI CITTERIO OSVALDO & C.;CITTERIO;1959;2015;Preziosi;1;4;GUASTALLA;9.2038281;45.4620008;(45.4620008, 9.2038281)
4519905;Negozio storico;Storica attività;MI;MILANO;VIA BEATO ANG. 31;20133;15146;RANCATI LUCIANO;ORTOPEDIA RANCATI;1975;2023;Salute e benessere;3;22;CITTA' STUDI;9.2295012;45.4710551;(45.4710551, 9.2295012)
6231;Negozio storico;Negozio storico;MI;MILANO;Corso Venezia, 6;20121;15146;Ditta Raimondi di Pettinaroli S.p.a.;DITTA RAIMONDI DI PETTINAROLI CASA FONDATA NEL 1766;1922;2010;Cartoleria e libreria;1;1;DUOMO;9.1983595;45.4675597;(45.4675597, 9.1983595)
7595;Negozio storico;Storica attività;MI;MILANO;VIA MARIOTTO ALBERTINELLI, 2;20148;15146;NUOVO MOBILIFICIO ALBERTINELLI DI COLOMBO GIANCLAUDIO GAETANO & C. S.A.S.;MOBILIFICIO ALBERTINELLI;1961;2018;Casa e arredamento;7;57;SAN SIRO;9.1399672;45.4746563;(45.4746563, 9.1399672)
7576;Negozio storico;Storica attività;MI;MILANO;VIA PONTE SEVESO, 17;20125;15146;BEGA ANTONIO;PESCHERIA MODERNA;1958;2017;Alimentari e specialità alimentari;2;10;STAZIONE CENTRALE - PONTE SEVESO;9.2038888;45.4888117;(45.4888117, 9.2038888)
5396069;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIA ASELLI GASPARE 35;20133;15146;PASTICCERIA BERTI RENZO;PASTICCERIA BERTI;1954;2024;Gelaterie, pasticcerie e torrefazioni;3;22;CITTA' STUDI;9.2298748;45.4718067;(45.4718067, 9.2298748)
7837;Negozio storico;Storica attività;MI;MILANO;VIALE TIBALDI, 48;20136;15146;RONCHETTI DOLCIUMI SAS DI ELEONORA RONCHETTI & C.;RONCHETTI DOLCIUMI;1956;2018;Alimentari e specialità alimentari;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.1824776;45.4439541;(45.4439541, 9.1824776)
8462;Locale storico;Storica attività;MI;MILANO;VIA SERIO, 2;20139;15146;FOREVER S.R.L.;DEVOTI;1942;2020;Bar e tabaccheria;5;36;SCALO ROMANA;9.2001092;45.4413979;(45.4413979, 9.2001092)
5567041;Negozio storico;Storica attività;MI;MILANO;VIALE FRANCESCO CRISPI 7;20121;15146;ADER DI DE ROSA S.R.L.;ADER;1973;2024;Abbigliamento e accessori;1;2;BRERA;9.1840789;45.4807235;(45.4807235, 9.1840789)
6769;Negozio storico;Storica attività;MI;MILANO;Alzaia Naviglio Grande, 58;20144;15146;Martin Luciano e Figli snc;MARTIN LUCIANO E FIGLI - ABBIGLIAMENTO;1938;2010;Abbigliamento e accessori;6;44;PORTA TICINESE - CONCHETTA;9.1704112;45.4510062;(45.4510062, 9.1704112)
6336;Negozio storico;Storica attività;MI;MILANO;CORSO PORTA ROMANA, 74;20122;15146;ANDREA SPINARDI S.R.L.;DITTA ANDREA SPINARDI OTTONAMI - FERRAMENTA;1907;2010;Attrezzature;;;;;;
3206662;Locale storico;Locale storico;MI;MILANO;VIA DEI GIGLI 14;20147;15146;CASCINA CORBA SOCIETA' A RESPONSABILITA' LIMITATA;RISTORANTE CASCINA CORBA;1969;2021;Ristorazione;6;53;LORENTEGGIO;9.1330386;45.4525737;(45.4525737, 9.1330386)
6439;Locale storico;Storica attività;MI;MILANO;Via Fiori Chiari, 21/5;20121;15146;Trattoria Torre Di Pisa S.r.l.;TRATTORIA TORRE DI PISA;1951;2010;Ristorazione;1;2;BRERA;9.1846851;45.471789;(45.471789, 9.1846851)
7902;Locale storico;Storica attività;MI;MILANO;VIA DELLA COMMENDA, 21;20122;15146;DI LIDDO PASQUALE;PANIFICIO DI LIDDO PASQUALE;1958;2018;Bar e tabaccheria;1;4;GUASTALLA;9.1992089;45.4572458;(45.4572458, 9.1992089)
7203;Locale storico;Storica attività;MI;MILANO;VIA ARNOLFO DI CAMBIO, 1/A;20154;15146;CANTINE ISOLA S.A.S. DI LUCA SARAIS & C.;CANTINE ISOLA;1937;2012;Bar e tabaccheria;8;69;SARPI;9.176433;45.4816397;(45.4816397, 9.176433)
7413;Negozio storico;Storica attività;MI;MILANO;RIPA DI PORTA TICINESE, 27;20143;15146;OTTICA DEGANI DI VALLE' ALVARO E DEGANI ALBA S.N.C.;OTTICA DEGANI;1946;2015;Ottica e fotografia;6;44;PORTA TICINESE - CONCHETTA;9.1751015;45.4516447;(45.4516447, 9.1751015)
6349623;Locale storico;Storica attività;MI;MILANO;VIA ANDREA APPIANI 0009;20121;15146;LE 5 TERRE DI GALLIGANI STEFANO E C. S.A.S.;RISTORANTE LE 5 TERRE;1974;2025;Ristorazione;1;2;BRERA;9.1938285;45.4771736;(45.4771736, 9.1938285)
6445;Negozio storico;Storica attività;MI;MILANO;Via P. Da Cannobio, 39;20122;15146;Viganò Alta Moda S.r.l.;VIGANÒ;1919;2010;Sport e tempo libero;1;1;DUOMO;9.1892284;45.4604403;(45.4604403, 9.1892284)
6972;Negozio storico;Storica attività;MI;MILANO;Via Asti, 12;20149;15146;Sintolvox srl;SINTOLVOX RADIO,TV, PARTI STACCATE;1954;2010;Attrezzature;7;51;PORTA MAGENTA;9.1529535;45.4664839;(45.4664839, 9.1529535)
8197;Negozio storico;Negozio storico;MI;MILANO;GALLERIA VITTORIO EMANUELE II, 11/12;20121;15146;ALGANI SOUVENIR DI BUTI ROBERTO E MARINONI MAURIZIO GIUSEPPE & C. SNC;ALGANI;1927;2019;Sport e tempo libero;1;1;DUOMO;9.1898623;45.4665772;(45.4665772, 9.1898623)
6302;Negozio storico;Storica attività;MI;MILANO;Via Dogana, 2;20123;15146;Adamas Srl;ADAMAS GIOIELLI;1949;2010;Preziosi;1;1;DUOMO;9.1891112;45.4633435;(45.4633435, 9.1891112)
6315156;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIALE BEATRICE D'ESTE 49;20122;15146;I VIGENTINI DI MUOLLO CLAUDIA;I VIGENTINI BARBIERI;1981;2025;Cura della persona;1;5;PORTA VIGENTINA - PORTA LODOVICA;9.1962415;45.4521788;(45.4521788, 9.1962415)
4572701;Negozio storico;Storica attività;MI;MILANO;PIAZZALE BIANCAMANO 1;20154;15146;LA CICOGNA MATERASSI DI DARIO BARBIERI E LUCA BARBIERI S.N.C.;LA CICOGNA MATERASSI;1953;2023;Casa e arredamento;1;69;SARPI;9.1806163;45.4783738;(45.4783738, 9.1806163)
6412406;Negozio storico;Storica attività;MI;MILANO;VIA SANT AMPELLIO 16;20141;15146;MACELLERIA EQUINA BIANCHI MARCO E C. S.A.S.;MACELLERIA EQUINA;1964;2025;Alimentari e specialità alimentari;5;43;TIBALDI;9.18471;45.4381;(45.4381, 9.18471)
3593881;Locale storico;Storica attività;MI;MILANO;VIA MAURO MACCHI 2;20124;15146;CAVALLINI 1934 S.R.L.;ANTICA OSTERIA CAVALLINI;1934;2022;Ristorazione;2;10;STAZIONE CENTRALE - PONTE SEVESO;9.2039051;45.4810474;(45.4810474, 9.2039051)
7361;Negozio storico;Storica attività;MI;MILANO;PIAZZALE LUIGI EMANUELE CORVETTO, 1;20139;15146;STADLER S.R.L.;STADLER GIOIELLERIA;1952;2014;Preziosi;4;35;LODI - CORVETTO;9.2237947;45.4404606;(45.4404606, 9.2237947)
5492893;Negozio storico;Storica attività;MI;MILANO;VIA ANTONIO SALIERI 0001;20131;15146;PAOLETTA DI LORENZETTI PAOLA;PAOLETTA;1975;2024;Abbigliamento e accessori;3;22;CITTA' STUDI;9.2349785;45.4855853;(45.4855853, 9.2349785)
6255;Negozio storico;Negozio storico;MI;MILANO;Via Borgonuovo , 3;20121;15146;Il Polifilo Libri Rari sas;IL POLIFILO LIBRI RARI;1941;2010;Cartoleria e libreria;1;2;BRERA;9.1916592;45.4704941;(45.4704941, 9.1916592)
7900;Locale storico;Storica attività;MI;MILANO;VIA ALFONSO LAMARMORA, 31;20122;15146;PASTICCERIA ANGELO POLENGHI S.R.L.;PASTICCERIA GELATERIA POLENGHI;1937;2018;Gelaterie, pasticcerie e torrefazioni;;;;;45.4574164;(45.4574164, nan)
7592;Locale storico;Storica attività;MI;MILANO;VIA GIOVANNI BATTISTA PERGOLESI, 3;20124;15146;LA BOTTEGA DEL GELATO DI MARCO CARDELLI;LA BOTTEGA DEL GELATO DA CARDELLI;1964;2016;Gelaterie, pasticcerie e torrefazioni;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2131785;45.4834664;(45.4834664, 9.2131785)
7534;Negozio storico;Negozio storico;MI;MILANO;CORSO VITTORIO EMANUELE II, 15;20122;15146;GOBBI 1842 S.R.L.;GOBBI;1897;2015;Preziosi;1;1;DUOMO;9.196062;45.465684;(45.465684, 9.196062)
6339;Negozio storico;Storica attività;MI;MILANO;VIA PAOLO SARPI, 63;20154;15146;NOVETTI ELENA;ERBORISTERIA NOVETTI;1952;2010;Salute e benessere;8;69;SARPI;9.1707654;45.4809176;(45.4809176, 9.1707654)
6353;Negozio storico;Storica attività;MI;MILANO;Via Della Spiga, 9;20121;15146;FMS trading srl;SCAVIA GIOIELLERIA;1923;2010;Preziosi;1;1;DUOMO;9.1978302;45.4692916;(45.4692916, 9.1978302)
6218;Negozio storico;Insegna storica e di tradizione top;MI;MILANO;Galleria Vittorio Emanuele II, 33;20121;15146;Bernasconi Argenteria S.r.l.;BERNASCONI ARGENTERIA DAL 1872;1872;2010;Preziosi;1;1;DUOMO;9.1898623;45.4665772;(45.4665772, 9.1898623)
4505725;Negozio storico;Storica attività;MI;MILANO;VIA PANIZZI ANTONIO 12;20146;15146;TUTTARREDO S.A.S. DEI FRATELLI NADALET DI NADALET FABIO & C.;TUTTARREDO;1963;2023;Casa e arredamento;6;52;BANDE NERE;9.1366899;45.451823;(45.451823, 9.1366899)
6772;Locale storico;Storica attività;MI;MILANO;Via Gallarate, 92;20151;15146;La Pobbia snc;RISTORANTE LA POBBIA;1850;2010;Ristorazione;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.1346391;45.4961653;(45.4961653, 9.1346391)
8349;Negozio storico;Storica attività;MI;MILANO;VIALE MONZA, 78;20125;15146;MAGGIO MARIA DI BIASSONI DANIELE;MACELLERIA MAGGIO DI BIASSONI;1922;2020;Alimentari e specialità alimentari;2;20;LORETO - CASORETTO - NOLO;9.2197331;45.4955718;(45.4955718, 9.2197331)
6747;Negozio storico;Storica attività;MI;MILANO;Via Zebedia, 9;20123;15146;ditta individuale;COPISTERIA DORIGONI;1933;2010;Cartoleria e libreria;1;1;DUOMO;9.1868795;45.460697;(45.460697, 9.1868795)
8338;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIA LOSANNA, 36;20154;15146;D'ELIA ALDO;BARBIERE;1959;2020;Cura della persona;8;69;SARPI;9.1649619;45.4866085;(45.4866085, 9.1649619)
5437530;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIA BERGAMO 0022;20135;15146;ZAGARIA SABINO;MAX E SABINO;1969;2024;Cura della persona;4;26;XXII MARZO;9.2104581;45.4557752;(45.4557752, 9.2104581)
6226;Negozio storico;Negozio storico;MI;MILANO;VIA TAGLIAMENTO, 1;20139;15146;FBM S.R.L. - FRATELLI BONVINI MILANO CARTOLERIA E TIPOGRAFIA DAL 1909;CARTOLERIA TIPOGRAFIA F.LLI BONVINI;1909;2010;Cartoleria e libreria;4;35;LODI - CORVETTO;9.2154448;45.4439116;(45.4439116, 9.2154448)
6968;Negozio storico;Storica attività;MI;MILANO;Viale Sauro Nazario, 9;20124;15146;ditta individuale;PANIFICIO POTENZA;1938;2010;Alimentari e specialità alimentari;2;11;ISOLA;9.1951824;45.4918052;(45.4918052, 9.1951824)
7970;Negozio storico;Storica attività;MI;MILANO;PIAZZALE STAZIONE DI PORTA GENOVA, 3;20144;15146;G. TURCI SAS DI PAOLA TURCI E C.;G.TURCI CALZATURE;1907;2018;Abbigliamento e accessori;6;44;PORTA TICINESE - CONCHETTA;9.170461;45.453458;(45.453458, 9.170461)
6373;Negozio storico;Storica attività;MI;MILANO;Via Manzoni, 41;20121;15146;Illulian S.r.l.;ILLULIAN - TAPPETI;1906;2010;Casa e arredamento;1;2;BRERA;9.1939726;45.4714183;(45.4714183, 9.1939726)
6208;Locale storico;Locale storico;MI;MILANO;Via Bagutta, 14;20121;15146;Trattoria Bagutta f.lli Pepori srl;TRATTORIA BAGUTTA;1924;2010;Ristorazione;1;1;DUOMO;9.1965736;45.4677414;(45.4677414, 9.1965736)
8568;Locale storico;Storica attività;MI;MILANO;VIA RISTORI ADELAIDE, 1;20129;15146;CARPEN IULIA;NEW GIBSON AMERICAN BAR;1977;2020;Bar e tabaccheria;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2144084;45.4714066;(45.4714066, 9.2144084)
6397;Negozio storico;Storica attività;MI;MILANO;CORSO GARIBALDI, 123;20154;15146;Moroni Gomma S.r.l.;MORONI GOMMA;1919;2010;Casa e arredamento;1;1;DUOMO;9.18178;45.46796;(45.46796, 9.18178)
7788;Negozio storico;Storica attività;MI;MILANO;VIA NICASTRO, 4;20137;15146;GATTI GIANANTONIO;PANIFICIO GATTI;1909;2017;Alimentari e specialità alimentari;4;28;UMBRIA - MOLISE - CALVAIRATE;9.221686;45.4520604;(45.4520604, 9.221686)
6263;Locale storico;Locale storico;MI;MILANO;Via Morigi, 8;20123;15146;Moriggi 8 srl;TAVERNA MORIGGI;1900;2010;Ristorazione;1;1;DUOMO;9.1808711;45.4638682;(45.4638682, 9.1808711)
4588972;Negozio storico;Storica attività;MI;MILANO;VIA COLA DI RIENZO 2;20144;15146;OLDANI S.N.C DI OLDANI PAOLA E MURATORI GIOVANNI;OLDANI CARTOLERIA GIOCATTOLI;1952;2023;Cartoleria e libreria;6;50;PORTA GENOVA;9.1610759;45.4565788;(45.4565788, 9.1610759)
7192;Negozio storico;Storica attività;MI;MILANO;VIA MUSSI, 16;20154;15146;PASTICCERIA GRECCHI DI GRECCHI ANTONIO;PASTICCERIA GRECCHI LUIGI;1960;2012;Gelaterie, pasticcerie e torrefazioni;8;69;SARPI;9.1665188;45.4823658;(45.4823658, 9.1665188)
7735;Negozio storico;Negozio storico;MI;MILANO;CORSO VITTORIO EMANUELE II, 15;20122;15146;NANO BLEU SRL;NANO BLEU;1949;2017;Sport e tempo libero;1;1;DUOMO;9.196062;45.465684;(45.465684, 9.196062)
6375;Locale storico;Locale storico;MI;MILANO;Via Fatebenefratelli, 30;20121;15146;La Tavernetta S.a.s. di Niccoli Elio & C.;LA TAVERNETTA DA ELIO;1957;2010;Ristorazione;1;2;BRERA;9.1935158;45.4725981;(45.4725981, 9.1935158)
5439280;Locale storico;Storica attività;MI;MILANO;VIA S. VITTORE 3;20123;15146;BEBEL S.R.L.;RISTORANTE PIZZERIA BEBEL;1983;2024;Ristorazione;1;7;MAGENTA - S. VITTORE;9.1727075;45.4624979;(45.4624979, 9.1727075)
4591385;Negozio storico;Storica attività;MI;MILANO;VIA DEI TRANSITI SNC;20127;15146;NEW GOLD MARKET MILANO 1971 S.R.L.;GOLD MARKET;1971;2023;Preziosi;2;20;LORETO - CASORETTO - NOLO;9.2218;45.4904392;(45.4904392, 9.2218)
7232;Locale storico;Storica attività;MI;MILANO;VIA DOGANA, 3;20123;15146;CHIOVETTA DAVIDE;BAR MERCURIO;1927;2015;Bar e tabaccheria;1;1;DUOMO;9.1888059;45.4632275;(45.4632275, 9.1888059)
4408458;Negozio storico;Storica attività;MI;MILANO;CORSO LODI 3;20135;15146;VALIGERIA CIOTTI ORAZIO & C. S.N.C.;VALIGERIA CIOTTI PELLETTERIA;1957;2023;Abbigliamento e accessori;4;27;PTA ROMANA;9.2035957;45.4516263;(45.4516263, 9.2035957)
6347;Negozio storico;Storica attività;MI;MILANO;Via N. Piccinni, 1/3;20131;15146;Farmacia Dr. Mazzoleni & C. S.n.c.;FARMACIA MAZZOLENI;1908;2010;Salute e benessere;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.21387223;45.48330652;(45.48330652, 9.21387223)
2681146;Negozio storico;Storica attività;MI;MILANO;VIA MARCIANO 12;20133;15146;CARBOGNIN S.R.L.;CARBOGNIN FIORI;1922;2021;Sport e tempo libero;4;25;CORSICA;9.2314162;45.4676192;(45.4676192, 9.2314162)
4572524;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIA NICOLA ANTONIO PORPORA 63;20131;15146;BAZZINI VINCENZO;PANIFICO PASTICCERIA BAZZINI;1968;2023;Alimentari e specialità alimentari;3;20;LORETO - CASORETTO - NOLO;9.2239507;45.4861432;(45.4861432, 9.2239507)
7104;Negozio storico;Storica attività;MI;MILANO;Piazza San Nazaro, 15;20122;15146;Casalinghi Fornaro di Stefano Fornaro & C. S.n.c.;CASALINGHI FORNARO;1945;2011;Casa e arredamento;1;1;DUOMO;9.19302;45.45817;(45.45817, 9.19302)
7301;Negozio storico;Storica attività;MI;MILANO;viale Brenta, 7;20139;15146;OTTICA BUSETTI S.A.S. DI BUSETTI LAURA;OTTICO OPTOMETRISTA BUSETTI;1959;2013;Ottica e fotografia;4;35;LODI - CORVETTO;9.2152821;45.4413439;(45.4413439, 9.2152821)
7537;Negozio storico;Storica attività;MI;MILANO;CORSO LODI, 12;20135;15146;CORSI CARLO;CORSI CARLO;1949;2015;Preziosi;5;27;PTA ROMANA;9.2049103;45.4503001;(45.4503001, 9.2049103)
6480040;Negozio storico;Storica attività;MI;MILANO;Via F.lli Bozzi 1;20153;15146;OTTICA ARCIERI SNC DI MASSIMO ARCIERI & C.;OTTICA ARCIERI;1974;2025;Ottica e fotografia;7;61;QUARTO CAGNINO;9.1146886;45.4750308;(45.4750308, 9.1146886)
6365952;Negozio storico;Storica attività;MI;MILANO;VIALE UMBRIA 0027;20135;15146;BONARDI PIERO;BONARDI GASTRONOMIA E SALUMERIA;1973;2025;Alimentari e specialità alimentari;4;27;PTA ROMANA;9.2121472;45.4502519;(45.4502519, 9.2121472)
6326;Locale storico;Storica attività;MI;MILANO;Galleria Buenos Aires, 11;20124;15146;BE ONE MILANO S.R.L.;CIN CIN BAR;1953;2010;Bar e tabaccheria;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2104039;45.4795643;(45.4795643, 9.2104039)
7314;Locale storico;Storica attività;MI;MILANO;via Thaon di Revel, 10;20159;15146;AL TRONCO S.A.S. DI ZINI ALFREDO & C;RISTORANTE AL TRONCO;1933;2013;Ristorazione;9;11;ISOLA;9.1888796;45.4921113;(45.4921113, 9.1888796)
7579;Negozio storico;Storica attività;MI;MILANO;VIA GIOVANNI BRIOSI, 10;20133;15146;EREDI BOTTINI ANDREA DI ROBERTO BIANCHI S.N.C.;MACELLERIA EREDI BOTTINI ANDREA;1936;2018;Alimentari e specialità alimentari;3;22;CITTA' STUDI;9.2287805;45.470539;(45.470539, 9.2287805)
3195437;Locale storico;Storica attività;MI;MILANO;VIA DONATELLO 27;20131;15146;KHELLA BOTROS;PASTICCERIA VALENTE;1931;2021;Gelaterie, pasticcerie e torrefazioni;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2208683;45.4803765;(45.4803765, 9.2208683)
6407;Negozio storico;Storica attività;MI;MILANO;Via Cappuccio, 22;20123;15146;Panificio Pasticceria Lia S.n.c. di Silini Lia & C.;PANIFICIO PASTICCERIA LIA;1907;2010;Alimentari e specialità alimentari;1;1;DUOMO;9.1794251;45.4638631;(45.4638631, 9.1794251)
7839;Locale storico;Storica attività;MI;MILANO;VIA PIERO DELLA FRANCESCA, 68;20154;15146;P.D.F. S.R.L.;RISTORANTE CHATULLE;1930;2018;Ristorazione;8;69;SARPI;9.1601222;45.4863235;(45.4863235, 9.1601222)
7860;Locale storico;Insegna storica e di tradizione;MI;MILANO;GALLERIA VITTORIO EMANUELE II, 75;20121;15146;RIDE S.R.L.;GALLERIA;1968;2018;Ristorazione;1;1;DUOMO;9.1899;45.46621;(45.46621, 9.1899)
7185;Negozio storico;Storica attività;MI;MILANO;Via Mazzini, 2;20123;15146;Colombo Elena;E.S. IL BELLO DELL'INTIMO;1951;2012;Abbigliamento e accessori;1;1;DUOMO;9.1883893;45.463401;(45.463401, 9.1883893)
4579662;Negozio storico;Storica attività;MI;MILANO;VIA LUIGI SODERINI 55;20146;15146;NERMANI ARREDAMENTI S.A.S. DI DAMIANO ANTONIO VINCENZO PIERO & C.;NERMANI ARREDAMENTI;1971;2023;Casa e arredamento;6;52;BANDE NERE;9.1343051;45.4540825;(45.4540825, 9.1343051)
7975;Negozio storico;Storica attività;MI;MILANO;VIA PONTACCIO, 12;20121;15146;ARNALDO CASTELLI DI CASTELLI CLEMENTINA;ARNALDO CASTELLI;1902;2018;Casa e arredamento;1;2;BRERA;9.1860258;45.4726862;(45.4726862, 9.1860258)
6239;Negozio storico;Negozio storico;MI;MILANO;Corso Buenos Aires, 40/3;20124;15146;F.lli Cortelazzi di Cortelazzi Marco e Gianpaolo S.n.c.;GIOIELLERIA F.LLI CORTELAZZI;1953;2010;Preziosi;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.21000556;45.47941127;(45.47941127, 9.21000556)
8159;Negozio storico;Storica attività;MI;MILANO;VIA CIOVASSO, 5;20121;15146;IL FRUTTETO DI LIDDO ROBERTO;IL FRUTTETO DI VIA CIOVASSO;1933;2019;Alimentari e specialità alimentari;1;2;BRERA;9.1867313;45.4695595;(45.4695595, 9.1867313)
6392;Negozio storico;Storica attività;MI;MILANO;LARGO AUGUSTO, SNC;20122;15146;MAGNI MAURIZIO;EDICOLA MAURIZIO MAGNI;1914;2010;Cartoleria e libreria;1;1;DUOMO;9.19701;45.4632141;(45.4632141, 9.19701)
5347297;Negozio storico;Storica attività;MI;MILANO;VIALE MONZA 0116;20127;15146;CALZATURE PAVESI DI GIAMPIETRI PAOLA E C. S.A.S.;CALZATURE PAVESI;1921;2024;Abbigliamento e accessori;2;19;PADOVA - TURRO - CRESCENZAGO;9.2213017;45.500657;(45.500657, 9.2213017)
6365;Negozio storico;Storica attività;MI;MILANO;Via Ciceri Visconti, 2;20137;15146;Gioielleria Mario Sessa snc;GIOIELLERIA MARIO SESSA DI FABRIZIO SESSA E DANIELA CIARAVOLO;1955;2010;Preziosi;4;28;UMBRIA - MOLISE - CALVAIRATE;9.2201794;45.4554816;(45.4554816, 9.2201794)
7186;Negozio storico;Insegna storica e di tradizione top;MI;MILANO;CORSO BUENON AIRES, 05;20124;15146;Mutinelli di Matteo Giulio Mutinelli e C. S.A.S.;MUTINELLI - CASA FONDATA 1888;1888;2012;Abbigliamento e accessori;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2063056;45.4759932;(45.4759932, 9.2063056)
6416;Negozio storico;Storica attività;MI;MILANO;Via Parmigianino, 11;20148;15146;ditta individuale;CARTOLERIA PRANDELLI;1950;2010;Cartoleria e libreria;7;51;PORTA MAGENTA;9.1475934;45.4667069;(45.4667069, 9.1475934)
3595644;Locale storico;Storica attività;MI;MILANO;VIA VINCENZO MONTI 0028;20123;15146;PIZZERIA BIAGIO S.N.C. DI FERDINANDO GIOVANNI IANNONE E GAETANO SANDRO IANNONE;PIZZERIA BIAGIO;1978;2022;Ristorazione;1;7;MAGENTA - S. VITTORE;9.1724577;45.4685999;(45.4685999, 9.1724577)
7313;Locale storico;Storica attività;MI;MILANO;VIA SANTA CROCE, 2;20122;15146;HU YONG GUI MATTEO;CAFFÈ E TABACCHI MOLINO DELLE ARMI;1936;2013;Bar e tabaccheria;1;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.1834425;45.4565889;(45.4565889, 9.1834425)
6382;Negozio storico;Storica attività;MI;MILANO;VIA PANFILO CASTALDI, 32;20124;15146;MISITI LUIGI;PARRUCCHIERE GINO;1900;2010;Cura della persona;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2041914;45.4760957;(45.4760957, 9.2041914)
5585976;Negozio storico;Storica attività;MI;MILANO;VIA GUSTAVO FARA 0015;20124;15146;CASARINI & FRANZOSI S.R.L.;CASARINI & FRANZOSI ACCIAI;1945;2024;Attrezzature;9;9;PORTA GARIBALDI - PORTA NUOVA;9.1980734;45.4833397;(45.4833397, 9.1980734)
5348246;Bottega artigiana storica;Storica attività artigiana;MI;MILANO;VIALE COL DI LANA 5;20136;15146;METALLO GIALLO S.N.C. DI AUGUSTO E TIZIANA BELLUCCI;METALLO GIALLO;1978;2024;Preziosi;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.1830872;45.4521939;(45.4521939, 9.1830872)
