order_id,customer_id,order_date,delivery_date,product_category,quantity,unit_price,discount_percent,total_amount,status,currency
ORD-000255,CUST-00075,2024-07-17,2024-07-28,Consumables,19,245.03,15,"4,655.57",delivered,EUR
ORD-000256,CUST-00109,2024-04-06,2024-04-26,Consumables,14,427.84,15,"5,989.76",confirmed,EUR
ORD-000257,CUST-00119,2023-12-25,2023-12-31,Hardware,29,503.71,0,"14,607.59",shipped,EUR
ORD-000258,CUST-00138,2024-06-26,2024-07-05,Hardware,27,592.78,0,"16,005.06",pending,EUR
ORD-000259,CUST-00167,2024-02-16,2024-02-27,Services,3,573.74,20,"1,721.22",pending,EUR
ORD-000260,CUST-00089,2023-04-23,2023-05-13,Hardware,22,724.82,20,"15,946.04",delivered,EUR
ORD-000261,CUST-00091,2024-10-21,2024-11-04,Software,16,552.0,15,"8,832.00",shipped,EUR
ORD-000262,CUST-00149,2024-12-01,2024-12-02,Services,22,286.05,20,"6,293.10",confirmed,EUR
ORD-000263,CUST-00054,2023-08-04,2023-08-13,Consumables,4,288.63,10,"1,154.52",confirmed,EUR
ORD-000264,CUST-00123,2023-06-18,2023-07-01,Software,28,36.15,0,"1,012.20",delivered,EUR
ORD-000265,CUST-00011,2024-07-19,2024-07-27,Consumables,20,522.14,20,"10,442.80",delivered,EUR
ORD-000266,CUST-00033,2024-11-12,2024-11-27,Consumables,8,473.5,5,"3,788.00",pending,EUR
ORD-000267,CUST-00177,2024-08-22,2024-09-05,Hardware,11,572.72,15,,confirmed,EUR
ORD-000268,CUST-00190,2023-02-11,2023-02-15,Consumables,20,187.11,0,"3,742.20",pending,EUR
ORD-000269,CUST-00143,2024-10-21,2024-10-22,Services,11,269.08,10,"2,959.88",cancelled,EUR
ORD-000270,CUST-00007,2023-03-02,2023-03-06,Hardware,1,597.85,0,597.85,pending,EUR
ORD-000271,CUST-00089,2023-03-25,2023-04-03,Software,16,370.78,0,"5,932.48",pending,EUR
ORD-000272,CUST-00202,2024-02-29,2024-03-19,Hardware,34,429.47,0,"14,601.98",shipped,EUR
ORD-000273,CUST-00015,2023-04-17,2023-05-07,Services,34,687.45,0,"23,373.30",cancelled,EUR
ORD-000274,CUST-00165,2023-05-18,2023-05-24,Hardware,5,847.27,10,"4,236.35",cancelled,EUR
ORD-000275,CUST-00089,2024-04-03,2024-04-21,Services,9,451.71,0,"4,065.39",delivered,EUR
ORD-000276,CUST-00073,2024-08-13,2024-08-15,Software,23,283.56,20,"6,521.88",delivered,EUR
ORD-000277,CUST-00118,2024-01-16,2024-01-30,Consumables,10,71.8,0,718.00,cancelled,EUR
ORD-000278,CUST-00160,2024-03-23,2024-04-03,Consumables,21,120.93,20,"2,539.53",confirmed,EUR
ORD-000279,CUST-00059,2024-07-22,2024-08-06,Hardware,12,596.82,5,"7,161.84",pending,EUR
ORD-000280,CUST-00028,2023-12-18,2023-12-28,Software,26,752.9,20,"19,575.40",shipped,EUR
ORD-000281,CUST-00176,2024-05-11,2024-05-22,Services,20,754.94,10,"15,098.80",cancelled,EUR
ORD-000282,CUST-00154,2024-04-20,2024-05-05,Services,38,593.18,10,"22,540.84",confirmed,EUR
ORD-000283,CUST-00022,2023-07-06,2023-07-08,Services,27,483.03,0,"13,041.81",confirmed,EUR
ORD-000284,CUST-00087,2024-02-27,2024-03-06,Consumables,34,786.55,0,"26,742.70",pending,EUR
ORD-000285,CUST-00038,2024-08-14,2024-08-17,Hardware,39,825.97,20,"32,212.83",cancelled,EUR
ORD-000286,CUST-00033,2023-05-21,2023-05-24,Hardware,6,430.77,5,"2,584.62",confirmed,EUR
ORD-000287,CUST-00134,2023-07-14,2023-07-28,Services,29,870.12,0,"25,233.48",pending,EUR
ORD-000288,CUST-00090,2023-12-15,2023-12-23,Hardware,15,802.89,5,"12,043.35",confirmed,EUR
ORD-000289,CUST-00073,2023-10-11,2023-10-12,Services,39,434.43,0,"16,942.77",confirmed,EUR
ORD-000290,CUST-00037,2024-08-28,2024-09-09,Hardware,22,891.42,10,"19,611.24",cancelled,EUR
ORD-000101,CUST-00209,2023-06-20,2023-06-25,Software,25,403.97,0,"10,099.25",shipped,EUR
ORD-000141,CUST-00178,2024-01-10,2024-01-25,Services,31,298.41,15,"9,250.71",pending,EUR
ORD-000176,CUST-00065,2024-03-29,2024-04-19,Software,29,330.03,15,"9,570.87",delivered,EUR
ORD-000294,CUST-00032,2023-01-06,2023-01-23,Hardware,19,723.34,0,"13,743.46",cancelled,EUR
ORD-000295,CUST-00045,2023-01-24,2023-02-03,Software,32,220.81,0,"7,065.92",pending,EUR
ORD-000296,CUST-00157,2024-03-31,2024-04-17,Consumables,6,856.77,0,"5,140.62",delivered,EUR
ORD-000297,CUST-00060,2024-05-04,2024-05-10,Software,27,107.37,20,"2,898.99",shipped,EUR
ORD-000298,CUST-00146,2023-07-16,2023-07-28,Consumables,23,559.48,0,"12,868.04",cancelled,EUR
ORD-000299,CUST-00219,2023-01-18,2023-01-30,Software,10,283.63,15,"2,836.30",delivered,EUR
ORD-000300,CUST-00139,2024-06-03,2024-06-22,Hardware,11,823.54,0,"9,058.94",confirmed,EUR
